━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
  🔄 스윙 트레이딩 스크리닝 보고서  (1085종목)
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
     진입        점수        가격     시장     등급        손절        익절     RR        수량       종합         점수  종목
────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
   🟢 진입         65      11,330   약세강세    B        10,196      13,598    2.0         176     🟢 진입        64.6  야스 (255440.KQ)
   🟢 진입         55         850   고변동성    C           792         966    2.0       2,352     🟡 보류        50.4  서울리거 (043710.KQ)
   🟢 진입         50      10,300   약세강세    A+        9,084      12,733    2.0         164     🟢 진입        67.4  서울반도체 (046890.KQ)
   🟢 진입         50      14,050   고변동성    C        12,603      16,943    2.0         138     🟡 보류        57.6  지에프아이 (493330.KQ)
   🟢 진입         50      17,500   고변동성    B        15,635      21,230    2.0         107     🟡 보류        53.8  에이유브랜즈 (481070.KQ)
   🟢 진입         50       8,350   약세추세    F         7,395      10,259    2.0         209     🟡 보류        48.0  제닉스로보틱스 (381620.KQ)
   🟢 진입         45       4,180   강세추세    A         3,567       5,405    2.0         326     🟢 진입        71.2  한일사료 (005860.KQ)
   🟢 진입         45       4,560   약세강세    A         4,346       4,987    2.0         438     🟢 진입        64.2  도이치모터스 (067990.KQ)
   🟢 진입         40       8,840   약세강세    A         7,743      11,035    2.0         182     🟢 진입        58.8  와토스코리아 (079000.KQ)
   🟢 진입         40      18,040     횡보      B        17,514      19,091    2.0         110     🟡 보류        55.1  진로발효 (018120.KQ)
   🟢 진입         40       2,750   약세강세    C         2,519       3,212    2.0         727     🟡 보류        50.8  SG (255220.KQ)
   🟡 보류         35       4,495   강세추세    A         3,967       5,551    2.0         378     🟡 보류        62.6  코데즈컴바인 (047770.KQ)
   🟡 보류         35       2,270   약세강세    A         1,873       3,064    2.0         503     🟡 보류        60.1  앤로보틱스 (138360.KQ)
   🟡 보류         35      51,100   약세강세    B        44,262      64,776    2.0          29     🟡 보류        59.2  큐로셀 (372320.KQ)
   🟡 보류         35       7,370   강세추세    A         6,391       9,328    2.0         204     🟡 보류        59.1  컴퍼니케이 (307930.KQ)
   🟡 보류         35      30,950   약세강세    A        27,452      37,946    2.0          57     🟡 보류        58.1  한양이엔지 (045100.KQ)
   🟡 보류         35      11,480   고변동성    A         9,828      14,784    2.0         121     🟡 보류        57.6  아이티엠반도체 (084850.KQ)
   🟡 보류         35      14,450   약세강세    B        13,780      15,789    2.0         138     🟡 보류        56.8  쎌바이오텍 (049960.KQ)
   🟡 보류         35       3,730   약세강세    B         3,360       4,470    2.0         536     🟡 보류        53.0  세아메카닉스 (396300.KQ)
   🟡 보류         35      37,650   고변동성    C        31,067      50,816    2.0          30     🟡 보류        51.9  아크릴 (0007C0.KQ)
   🟡 보류         35      19,730   약세강세    C        17,703      23,784    2.0          98     🟡 보류        50.1  디엔에프 (092070.KQ)
   🟡 보류         35      51,500   약세강세    C        46,193      62,115    2.0          37     🟡 보류        49.0  솔브레인홀딩스 (036830.KQ)
   🟡 보류         35         600   약세추세    C           566         669    2.0       3,333     🟡 보류        48.2  SBI인베스트먼트 (019550.KQ)
   🟡 보류         35       5,150   약세강세    F         4,930       5,590    2.0         388     🟡 보류        47.6  한국컴퓨터 (054040.KQ)
   🟡 보류         35       9,980   약세추세    F         9,434      11,072    2.0         200     🟡 보류        44.2  큐브엔터 (182360.KQ)
   🟡 보류         35      16,210   약세추세    F        14,780      19,071    2.0         123     🟡 보류        43.9  나무가 (190510.KQ)
   🟡 보류         35         729   고변동성    F           625         938    2.0       1,917     🟡 보류        43.4  크레오에스지 (040350.KQ)
   🟡 보류         35       3,250   고변동성    F         3,019       3,712    2.0         615     🟡 보류        39.4  블랙야크아이앤씨 (478560.KQ)
   🟡 보류         35      27,100   고변동성    F        24,818      31,664    2.0          73     🟡 보류        38.2  에이직랜드 (445090.KQ)
   🟡 보류         35      14,860     횡보      F        14,460      15,660    2.0         134     🟡 보류        36.9  이크레더블 (092130.KQ)
   🟡 보류         35       2,025     횡보      F         1,922       2,231    2.0         987     🟡 보류        36.9  로젠 (033290.KQ)
   🟡 보류         30      15,640   강세추세    A+       13,039      20,842    2.0          76     🟡 보류        70.0  더블유씨피 (393890.KQ)
   🟡 보류         30       3,350   강세추세    A         2,941       4,168    2.0         488     🟡 보류        62.0  푸드나무 (290720.KQ)
   🟡 보류         30      22,850   약세강세    A        17,931      32,689    2.0          40     🟡 보류        61.5  흥구석유 (024060.KQ)
   🟡 보류         30     176,400   약세강세    B       139,951     249,297    2.0           5     🟡 보류        59.8  알지노믹스 (476830.KQ)
   🟡 보류         30       4,400   약세강세    B         3,670       5,861    2.0         273     🟡 보류        59.8  제이아이테크 (417500.KQ)
   🟡 보류         30       2,470   강세추세    A         2,325       2,761    2.0         809     🟡 보류        58.5  아이비김영 (339950.KQ)
   🟡 보류         30       9,620   약세강세    A         8,433      11,994    2.0         168     🟡 보류        57.5  아비코전자 (036010.KQ)
   🟡 보류         30       3,895   약세강세    C         2,771       6,143    2.0         177     🟡 보류        55.8  에이치엠넥스 (036170.KQ)
   🟡 보류         30       7,470   약세강세    C         6,229       9,951    2.0         161     🟡 보류        55.8  제이스텍 (090470.KQ)
   🟡 보류         30      95,500   약세강세    B        81,895     122,710    2.0          14     🟡 보류        55.2  피에스케이홀딩스 (031980.KQ)
   🟡 보류         30       2,470   약세강세    B         2,101       3,209    2.0         541     🟡 보류        55.2  젠큐릭스 (229000.KQ)
   🟡 보류         30     273,000   약세강세    C       236,512     345,976    2.0           5     🟡 보류        51.2  보로노이 (310210.KQ)
   🟡 보류         30      52,100   고변동성    F        45,026      66,248    2.0          28     🟡 보류        50.6  태성 (323280.KQ)
   🟡 보류         30      61,900   고변동성    F        52,980      79,740    2.0          22     🟡 보류        50.6  인벤티지랩 (389470.KQ)
   🟡 보류         30       3,995   고변동성    C         3,153       5,679    2.0         237     🟡 보류        50.1  NHN벅스 (104200.KQ)
