━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
  📐 포지션 트레이딩 스크리닝 보고서  (1122종목)
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
     진입        점수        가격     시장        섹터     등급        손절        익절     RR        수량       종합         점수  종목
   🟢 진입         40          76     횡보      약세섹터    F            73          84    2.0      26,171     🔴 청산        34.1  American (AIG)
   🟡 보류         35          96   약한강세    강세섹터    A            88         113    2.0      20,783     🟡 보류        63.7  Liberty Live (LLYVA)
   🟡 보류         35         212   약한강세    주도섹터    A           190         257    2.0       8,988     🟡 보류        63.6  SBA Communications (SBAC)
   🟡 보류         35         296   약한강세    강세섹터    A           277         333    2.0       6,755     🟡 보류        61.9  Cboe Global Markets (CBOE)
   🟡 보류         35         699   약한강세    강세섹터    B           624         849    2.0       2,663     🟡 보류        61.2  Curtiss-Wright (CW)
   🟡 보류         35         176     횡보      부진섹터    F           160         209    2.0      11,351   🟠 부분청산      36.9  Booking (BKNG)
   🟡 보류         35         177     횡보      부진섹터    F           160         211    2.0      11,321   🟠 부분청산      36.9  Morningstar (MORN)
   🟡 보류         30          96   약한강세    강세섹터    B            86         116    2.0      20,000     🟡 보류        60.8  Mirum Pharmaceuticals (MIRM)
   🟡 보류         30         237   약한강세    강세섹터    B           201         308    2.0       5,633     🟡 보류        59.4  MKS (MKSI)
   🟡 보류         30       1,117   약한강세    강세섹터    B         1,032       1,288    2.0       1,790   🟠 부분청산      55.9  W.W. Grainger (GWW)
   🟡 보류         30         143   약한강세      중립      B           136         159    2.0      13,950     🟡 보류        55.6  Globe Life (GL)
   🟡 보류         30         359   약한강세    약세섹터    B           326         423    2.0       5,577     🟡 보류        54.4  Ralph Lauren (RL)
   🟡 보류         30          42   약한강세      중립      B            40          46    2.0      47,881     🟡 보류        53.8  Enact (ACT)
   🟡 보류         30         217   약한강세    강세섹터    B           202         249    2.0       9,200   🟠 부분청산      53.7  J.B. Hunt Transport Services (JBHT)
   🟡 보류         30         143   약한강세    약세섹터    B           134         163    2.0      13,954     🟡 보류        51.9  Northern Trust (NTRS)
   🟡 보류         30          91   약한강세      중립      B            85         102    2.0      21,951   🟠 부분청산      49.4  Principal Financial (PFG)
   🟡 보류         30          28   약한강세    약세섹터    B            25          33    2.0      71,890     🟡 보류        49.4  Life Time (LTH)
   🟡 보류         30         372   약한강세      중립      B           327         462    2.0       4,460   🟠 부분청산      48.3  Saia (SAIA)
   🟡 보류         30          80     횡보      약세섹터    F            74          92    2.0      25,138   🟠 부분청산      38.2  Formula One (FWONA)
   🟡 보류         30          88     횡보      부진섹터    F            83          98    2.0      22,753   🟠 부분청산      36.8  Nasdaq (NDAQ)
   🟡 보류         30         330     횡보      부진섹터    F           300         391    2.0       6,054     🔴 청산        35.8  Alnylam Pharmaceuticals (ALNY)
   🟡 보류         25         304   약한강세    강세섹터    A           247         419    2.0       3,487     🟡 보류        65.8  Western Digital (WDC)
   🟡 보류         25       1,016   강세추세    강세섹터    A+          967       1,115    2.0       1,968   🟠 부분청산      65.2  Equinix, Inc. (EQIX)
   🟡 보류         25         300   약한강세    강세섹터    A           279         341    2.0       6,674   🟠 부분청산      61.8  Clean Harbors (CLH)
   🟡 보류         25         324   약한강세    강세섹터    A           301         372    2.0       6,165   🟠 부분청산      61.8  Madison Square Garden Sports (MSGS)
   🟡 보류         25         315   약한강세    강세섹터    B           268         410    2.0       4,208     🟡 보류        60.8  Teradyne (TER)
   🟡 보류         25         897   약한강세    강세섹터    B           791       1,110    2.0       1,877     🟡 보류        59.2  GE Vernova (GEV)
   🟡 보류         25          44   약한강세    강세섹터    A            38          54    2.0      39,920     🟡 보류        58.6  BrightSpring Health Services (BTSG)
   🟡 보류         25          38   약한강세    강세섹터    A            35          44    2.0      52,868   🟠 부분청산      57.9  Versant Media (VSNT)
   🟡 보류         25         840   약한강세    강세섹터    B           734       1,053    2.0       1,875   🟠 부분청산      57.8  Ubiquiti (UI)
   🟡 보류         25          38   약한강세    강세섹터    B            34          45    2.0      53,191     🟡 보류        54.8  MGM Resorts (MGM)
   🟡 보류         25         119   약한강세    강세섹터    B           104         149    2.0      13,123   🟠 부분청산      50.4  Qnity Electronics (Q)
   🟡 보류         20         246   강세추세    강세섹터    A+          230         278    2.0       8,141     🟡 보류        68.5  Targa Resources (TRGP)
   🟡 보류         20         163   강세추세    강세섹터    A+          149         192    2.0      12,242     🟡 보류        67.4  Exxon Mobil (XOM)
   🟡 보류         20          47   강세추세    주도섹터    A+           42          56    2.0      42,799     🟡 보류        65.9  Kinetik (KNTK)
   🟡 보류         20           7   강세추세    강세섹터    A+            6           8    2.0     240,963     🟡 보류        65.9  Transocean (RIG)
   🟡 보류         20         178   강세추세    강세섹터    A+          176         183    2.0      11,205     🟡 보류        65.0  Masimo (MASI)
   🟡 보류         20         177   강세추세    강세섹터    A+          162         209    2.0      11,278     🟡 보류        64.9  Phillips 66 (PSX)
   🟡 보류         20          65   강세추세    강세섹터    A+           58          78    2.0      29,895     🟡 보류        64.9  Cheniere Energy Partners, L.P (CQP)
   🟡 보류         20          22   강세추세    강세섹터    A+           21          24    2.0      91,575     🟡 보류        64.9  Plains All American Pipeline, L.P (PAA)
   🟡 보류         20         395   약한강세    강세섹터    A           342         501    2.0       3,767     🟡 보류        64.5  Carpenter Technology (CRS)
   🟡 보류         20          46   강세추세    강세섹터    A            39          61    2.0      26,525     🟡 보류        63.9  PBF Energy (PBF)
   🟡 보류         20          38   강세추세    강세섹터    A+           34          45    2.0      52,882     🟡 보류        63.8  Halliburton Company (HAL)
   🟡 보류         20          94   강세추세    강세섹터    A+           90         103    2.0      21,186   🟠 부분청산      63.5  National Fuel Gas Company (NFG)
   🟡 보류         20          51   강세추세    강세섹터    A+           49          56    2.0      39,200   🟠 부분청산      63.1  FirstEnergy (FE)
   🟡 보류         20          73   약한강세    강세섹터    A            69          81    2.0      27,552     🟡 보류        62.6  The Williams Companies (WMB)
   🟡 보류         20          38   강세추세    주도섹터    A+           36          42    2.0      52,868     🟡 보류        62.1  Enterprise Products Partners L.P (EPD)
   🟡 보류         20         104   강세추세    강세섹터    A+           91         131    2.0      14,880     🟡 보류        61.6  Core Natural Resources (CNR)
   🟡 보류         20          47   약한강세    강세섹터    A            45          52    2.0      42,265     🟡 보류        61.0  Royalty Pharma (RPRX)
   🟡 보류         20          40   약한강세    강세섹터    A            37          45    2.0      50,454     🟡 보류        61.0  Clearway Energy (CWEN)
   🟡 보류         20         198   강세추세    강세섹터    A           177         240    2.0       9,447     🟡 보류        60.9  Coca-Cola Consolidated (COKE)
   🟡 보류         20          93   약한강세    강세섹터    A            88         101    2.0      21,567     🟡 보류        60.7  NextEra Energy (NEE)
   🟡 보류         20          51   강세추세    강세섹터    A+           50          54    2.0      38,865   🟠 부분청산      60.7  Janus Henderson (JHG)
   🟡 보류         20          28   약한강세    강세섹터    A            26          31    2.0      71,864     🟡 보류        60.6  Pfizer (PFE)
   🟡 보류         20          73   약한강세    강세섹터    A            68          83    2.0      27,386     🟡 보류        60.5  The Kroger (KR)
   🟡 보류         20         187   약한강세    강세섹터    A           175         211    2.0      10,703     🟡 보류        60.5  Jazz Pharmaceuticals (JAZZ)
   🟡 보류         20          49   약한강세    강세섹터    B            47          54    2.0      40,691     🟡 보류        60.2  Verizon Communications (VZ)
   🟡 보류         20          19   약한강세    강세섹터    A            18          21    2.0     105,485     🟡 보류        60.2  Energy Transfer LP (ET)
   🟡 보류         20         115   약한강세    강세섹터    A           110         125    2.0      17,450     🟡 보류        60.1  Consolidated Edison (ED)
   🟡 보류         20          28   약한강세    강세섹터    A            27          31    2.0      70,621     🟡 보류        59.9  AT&T (T)
   🟡 보류         20          97   약한강세    강세섹터    A            93         104    2.0      20,631     🟡 보류        59.6  Southern Company (The) (SO)
   🟡 보류         20         259   약한강세    강세섹터    B           220         335    2.0       5,211     🟡 보류        59.5  Vertiv (VRT)
   🟡 보류         20         104   약한강세    강세섹터    B            96         121    2.0      19,164     🟡 보류        59.4  Iron Mountain Incorporated (Del (IRM)
   🟡 보류         20          78   약한강세    강세섹터    A            75          84    2.0      25,533   🟠 부분청산      59.4  CMS Energy (CMS)
   🟡 보류         20          49   약한강세    강세섹터    A            47          53    2.0      40,866     🟡 보류        58.6  Exelon (EXC)
   🟡 보류         20         309   약한강세    강세섹터    A           293         340    2.0       6,481     🟡 보류        58.4  CME (CME)
   🟡 보류         20         233   약한강세    강세섹터    B           197         306    2.0       5,515     🟡 보류        58.4  MACOM Technology (MTSI)
   🟡 보류         20         159   약한강세    강세섹터    B           134         210    2.0       7,864     🟡 보류        58.4  Camtek (CAMT)
   🟡 보류         20         111   약한강세    강세섹터    A           107         121    2.0      17,946   🟠 부분청산      58.3  Ameren (AEE)
   🟡 보류         20          22   약한강세    강세섹터    B            21          24    2.0      89,047     🟡 보류        58.3  Kimco Realty (KIM)
   🟡 보류         20         117   약한강세    강세섹터    A           112         126    2.0      17,133   🟠 부분청산      58.1  WEC Energy (WEC)
   🟡 보류         20          92   약한강세    강세섹터    A            88         101    2.0      21,673   🟠 부분청산      58.0  Spire (SR)
   🟡 보류         20          28   약한강세    강세섹터    B            25          33    2.0      71,736     🟡 보류        57.9  Roivant Sciences (ROIV)
   🟡 보류         20          84   강세추세      중립      A            76         100    2.0      23,789     🟡 보류        57.8  UL (ULS)
   🟡 보류         20         267   약한강세    강세섹터    B           234         334    2.0       5,971     🟡 보류        57.5  Jabil (JBL)
   🟡 보류         20         148   약한강세    강세섹터    A           142         159    2.0      13,543   🟠 부분청산      57.4  DTE Energy Company (DTE)
   🟡 보류         20          47   약한강세    강세섹터    A            45          51    2.0      42,426   🟠 부분청산      57.3  NiSource (NI)
   🟡 보류         20          83   약한강세    강세섹터    A            80          89    2.0      24,198   🟠 부분청산      57.3  Evergy (EVRG)
   🟡 보류         20         499   약한강세    강세섹터    A           476         547    2.0       4,004   🟠 부분청산      57.2  Linde (LIN)
   🟡 보류         20         253   약한강세    강세섹터    B           196         367    2.0       3,522     🟡 보류        56.9  Coherent (COHR)
   🟡 보류         20          46   약한강세    강세섹터    B            43          53    2.0      43,187     🟡 보류        56.9  Viper Energy, Inc. (VNOM)
   🟡 보류         20          53   약한강세    강세섹터    A            51          58    2.0      37,629     🟡 보류        56.9  Portland General Electric Co (POR)
   🟡 보류         20          83   약한강세    강세섹터    B            79          91    2.0      24,110     🟡 보류        56.7  Ventas (VTR)
   🟡 보류         20         130   약한강세    강세섹터    A           123         144    2.0      15,397     🟡 보류        56.6  BOK Financial (BOKF)
   🟡 보류         20         171   약한강세      중립      B           148         218    2.0       8,525     🟡 보류        56.6  Belite Bio (BLTE)
   🟡 보류         20          67   약한강세    강세섹터    B            63          74    2.0      30,052   🟠 부분청산      56.5  Altria (MO)
   🟡 보류         20          42   약한강세    강세섹터    A            40          47    2.0      47,382     🟡 보류        56.5  United Bankshares (UBSI)
   🟡 보류         20         758   약한강세    강세섹터    B           679         914    2.0       2,557     🟡 보류        56.4  EMCOR (EME)
   🟡 보류         20          72   약한강세    강세섹터    A            70          78    2.0      27,605   🟠 부분청산      56.4  Alliant Energy (LNT)
   🟡 보류         20          41   약한강세    강세섹터    A            39          45    2.0      48,911     🟡 보류        56.2  Essential Utilities (WTRG)
   🟡 보류         20          60   약한강세    강세섹터    B            54          72    2.0      33,112     🟡 보류        56.1  EQT (EQT)
   🟡 보류         20          49   약한강세    강세섹터    B            46          53    2.0      41,143   🟠 부분청산      56.1  OGE Energy (OGE)
   🟡 보류         20         131   약한강세    강세섹터    A           126         142    2.0      15,219   🟠 부분청산      55.9  Duke Energy (DUK)
   🟡 보류         20         215   약한강세    강세섹터    B           179         287    2.0       5,535     🟡 보류        55.9  Modine Manufacturing Company (MOD)
   🟡 보류         20          85   약한강세    강세섹터    A            79          96    2.0      23,629   🟠 부분청산      55.8  HSBC Holdings, plc. (HSBC)
   🟡 보류         20         127   약한강세    강세섹터    A           121         138    2.0      15,774   🟠 부분청산      55.6  Walmart (WMT)
   🟡 보류         20          18   약한강세    강세섹터    B            17          19    2.0     113,186     🟡 보류        54.7  PG&E (PCG)
   🟡 보류         20         148   약한강세    강세섹터    B           131         182    2.0      11,904     🟡 보류        54.4  ATI Inc. (ATI)
   🟡 보류         20         327   약한강세    강세섹터    B           301         379    2.0       6,109   🟠 부분청산      54.2  Analog Devices (ADI)
   🟡 보류         20         301   약한강세    강세섹터    B           284         334    2.0       6,644     🟡 보류        53.9  RenaissanceRe (RNR)
   🟡 보류         20          50   약한강세    강세섹터    B            44          60    2.0      38,834     🟡 보류        53.9  Cognex (CGNX)
   🟡 보류         20          16   약한강세    강세섹터    C            12          22    2.0      61,162     🟡 보류        53.2  TeraWulf (WULF)
   🟡 보류         20         138   약한강세    강세섹터    A           131         152    2.0      14,502     🟡 보류        52.8  American Water Works Company (AWK)
   🟡 보류         20          65   약한강세      중립      B            58          78    2.0      30,303     🟡 보류        52.6  Cytokinetics, Incorporated (CYTK)
   🟡 보류         20          41   약한강세    강세섹터    B            38          48    2.0      48,461     🟡 보류        52.3  Brookfield Renewable (BEPC)
   🟡 보류         20          73   약한강세    강세섹터    B            67          84    2.0      27,476   🟠 부분청산      52.2  BHP Group Limited (BHP)
   🟡 보류         20         206   약한강세    강세섹터    B           190         239    2.0       9,688   🟠 부분청산      52.1  Ryder System (R)
   🟡 보류         20          13   약한강세      중립      B            12          14    2.0     159,108     🟡 보류        51.9  Valley National Bancorp (VLY)
   🟡 보류         20         140   약한강세      중립      B           133         155    2.0      14,291     🟡 보류        51.7  Cullen/Frost Bankers (CFR)
   🟡 보류         20         155   약한강세    강세섹터    B           145         175    2.0      12,882     🟡 보류        51.4  Constellation Brands (STZ)
   🟡 보류         20         133   약한강세    강세섹터    B           126         149    2.0      14,998     🟡 보류        51.2  DT Midstream (DTM)
   🟡 보류         20          59   약한강세    약세섹터    B            55          67    2.0      33,915     🟡 보류        48.4  Zions Bancorporation N.A. (ZION)
   🟡 보류         20         128   약한강세    부진섹터    B           115         152    2.0      15,656     🟡 보류        46.9  Illumina (ILMN)
   🟡 보류         20          63   약한강세      중립      F            56          78    2.0      26,809     🟡 보류        45.5  ON Semiconductor (ON)
   🟡 보류         20          67   약한강세    약세섹터    C            60          80    2.0      29,949     🟡 보류        44.4  Delta Air Lines (DAL)
   🟡 보류         20          28     횡보      약세섹터    C            26          32    2.0      71,073   🟠 부분청산      41.9  News (NWS)
   🟡 보류         20          40   약한강세    부진섹터    F            37          46    2.0      49,603     🟡 보류        40.0  Ally Financial (ALLY)
   🟡 보류         20         360     횡보      부진섹터    C           337         407    2.0       5,552     🔴 청산        38.4  Roper (ROP)
   🟡 보류         20          87     횡보        중립      F            79         101    2.0      23,102   🟠 부분청산      36.7  Crown Castle Inc. (CCI)
   🟡 보류         20          57   고변동성    부진섹터    C            51          70    2.0      30,349   🟠 부분청산      36.4  Procore (PCOR)
   🟡 보류         20         276   약세추세    약세섹터    F           259         309    2.0       7,254   🟠 부분청산      36.1  The Cigna (CI)
   🟡 보류         20          29     횡보      약세섹터    F            27          32    2.0      70,150   🟠 부분청산      34.2  JD.com (JD)
   🟡 보류         20         101     횡보      약세섹터    F            93         117    2.0      19,821   🟠 부분청산      34.2  NetApp (NTAP)
   🟡 보류         20          11   고변동성      중립      C             9          13    2.0     162,601   🟠 부분청산      34.2  Super Group (SGHC) (SGHC)
   🟡 보류         20          53   고변동성    부진섹터    F            46          67    2.0      27,894   🟠 부분청산      33.6  Dutch Bros (BROS)
   🟡 보류         20          19     횡보      부진섹터    F            17          23    2.0     105,596     🔴 청산        33.2  HP (HPQ)
   🟡 보류         20         641     횡보      약세섹터    F           598         728    2.0       3,120     🔴 청산        33.2  NewMarket (NEU)
   🟡 보류         20          24     횡보      약세섹터    F            23          27    2.0      82,918     🔴 청산        33.2  Blackstone Secured Lending Fund (BXSL)
   🟡 보류         20         200     횡보      약세섹터    F           181         237    2.0      10,017   🟠 부분청산      33.1  DICK'S Sporting Goods (DKS)
   🟡 보류         20          77     횡보        중립      F            71          91    2.0      25,829     🔴 청산        31.9  Sprouts Farmers Market (SFM)
   🟡 보류         20          61   고변동성    부진섹터    F            54          74    2.0      29,629     🔴 청산        31.8  Block (XYZ)
   🟡 보류         20          27   고변동성    부진섹터    F            24          32    2.0      67,567     🔴 청산        31.8  Chewy (CHWY)
   🟡 보류         20         148   고변동성    부진섹터    F           131         183    2.0      11,507   🟠 부분청산      30.2  Palantir (PLTR)
   🟡 보류         20          37     횡보      부진섹터    F            34          45    2.0      53,376   🟠 부분청산      30.2  Dynatrace (DT)
   🟡 보류         20          24     횡보        중립      F            22          27    2.0      84,853   🟠 부분청산      28.6  The Kraft Heinz Company (KHC)
   🟡 보류         20         148   고변동성    부진섹터    F           130         184    2.0      11,198     🔴 청산        28.1  Guidewire Software (GWRE)
   🟡 보류         15         160   약한강세    강세섹터    A           147         187    2.0      12,490     🟡 보류        57.2  Live Nation Entertainment (LYV)
   🟡 보류         15         228   약한강세    강세섹터    B           217         251    2.0       8,763   🟠 부분청산      50.3  Honeywell (HON)
   🟡 보류         15          95   약한강세      중립      C            73         139    2.0       9,119     🟡 보류        49.9  AST SpaceMobile (ASTS)
   🟡 보류         15          62   약한강세    강세섹터    B            59          67    2.0      32,346   🟠 부분청산      49.5  Realty Income (O)
   🟡 보류         15          60   약한강세    강세섹터    C            56          68    2.0      33,484   🟠 부분청산      48.5  Ball (BALL)
   🟡 보류         15         281   약한강세      중립      C           264         315    2.0       7,120   🟠 부분청산      45.6  Public Storage (PSA)
   🟡 보류         15         140   약한강세    강세섹터    F           133         155    2.0      14,272   🟠 부분청산      45.3  Gilead Sciences (GILD)
   🟡 보류         15          74   약한강세    약세섹터    F            70          82    2.0      26,968   🟠 부분청산      43.2  Monster Beverage (MNST)
   🟡 보류         15         105   약세추세      중립      B            97         122    2.0      19,020   🟠 부분청산      42.5  Encompass Health (EHC)
   🟡 보류         15         169   약한강세      중립      F           156         195    2.0      11,833   🟠 부분청산      42.4  C.H. Robinson Worldwide (CHRW)
   🟡 보류         15         125   약한강세    부진섹터    F           114         146    2.0      15,998   🟠 부분청산      41.8  Dollar General (DG)
   🟡 보류         15          25   약한강세    부진섹터    F            19          37    2.0      34,602   🟠 부분청산      41.8  Applied Digital (APLD)
   🟡 보류         15         258     횡보        중립      F           245         286    2.0       7,737   🟠 부분청산      41.4  Illinois Tool Works (ITW)
